IDKhachHang,gioi_tinh,nguoi_cao_tuoi,Hon_nhan,nguoi_phu_thuoc,so_thang_su_dung,dich_vu_dien_thoai,nhieu_nha_cung_cap,dich_vu_internet,bao_mat_truc_tuyen,sao_luu_truc_tuyen,bao_ve_thiet_bi,ho_tro_ky_thuat,xem_tivi_truc_tuyen,xem_phim_truc_tuyen,thoi_han_hop_dong,hoa_don_dien_tu,phuong_thuc_thanh_toan,phi_hang_thang,tong_chi_phi,ngung_su_dung
9351-HXDMR,Nam,0,Co,Khong,72,Co,Co,Cap quang,Co,Khong,Co,Co,Co,Co,hai nam,Co,the tin dung,110.9,8240.85,Khong
3537-HPKQT,Nu,0,Co,Khong,55,Co,Co,Cap quang,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Co,the tin dung,77.75,4266.4,Khong
2129-ALKBS,Nu,0,Co,Co,40,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Co,Sec dien tu,26.2,1077.5,Khong
5821-MMEIL,Nu,0,Co,Khong,57,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,chuyen khoang ngan hang,19.9,1115.6,Khong
5960-WPXQM,Nam,0,Khong,Khong,1,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,79.05,79.05,Co
0684-AOSIH,Nam,0,Co,Khong,1,Co,Khong,Cap quang,Co,Khong,Khong,Khong,Co,Co,hang thang,Co,Sec dien tu,95,95,Co
8260-NGFNY,Nu,0,Khong,Khong,1,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,25.2,25.2,Co
1309-XGFSN,Nam,1,Co,Co,52,Co,Co,DSL,Khong,Co,Co,Khong,Co,Co,hang nam,Co,Sec dien tu,80.85,4079.55,Khong
1866-RZZQS,Nam,1,Khong,Khong,41,Co,Co,Cap quang,Khong,Khong,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,98.4,4187.75,Co
6968-URWQU,Nam,0,Co,Khong,43,Co,Khong,DSL,Khong,Khong,Khong,Khong,Co,Khong,hang nam,Co,Sec buu dien,56.35,2391.15,Khong
4742-TXUEX,Nu,0,Co,Co,47,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,chuyen khoang ngan hang,19.3,890.5,Khong
9631-XEYKE,Nam,0,Khong,Khong,3,Co,Co,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,chuyen khoang ngan hang,50.4,137.25,Khong
8631-NBHFZ,Nam,1,Co,Co,66,Co,Co,DSL,Co,Co,Co,Co,Co,Khong,hai nam,Khong,the tin dung,79.4,5154.6,Co
1335-MXCSE,Nam,0,Co,Co,55,Co,Khong,DSL,Khong,Khong,Co,Co,Khong,Khong,hai nam,Co,the tin dung,55.25,3119.9,Khong
8873-TMKGR,Nam,0,Khong,Khong,29,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,Sec buu dien,19.1,529.5,Khong
8800-JOOCF,Nu,0,Khong,Co,12,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,84.05,966.55,Khong
1469-LBJQJ,Nu,0,Co,Khong,66,Co,Co,Cap quang,Khong,Co,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,105.2,6936.85,Khong
4958-XCBDQ,Nam,1,Khong,Khong,35,Co,Co,Cap quang,Khong,Khong,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,101.4,3496.3,Co
8337-UPOAQ,Nam,1,Co,Khong,10,Co,Co,Cap quang,Khong,Khong,Co,Khong,Khong,Co,hang thang,Co,Sec dien tu,89.8,914.3,Co
0064-YIJGF,Nam,0,Co,Co,27,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,chuyen khoang ngan hang,75.75,1929,Khong
2386-OWURY,Nu,0,Khong,Khong,58,Co,Khong,Cap quang,Khong,Khong,Khong,Co,Co,Co,hang thang,Co,Sec dien tu,95.3,5817.7,Khong
1725-IQNIY,Nam,0,Co,Khong,54,Co,Khong,Cap quang,Co,Co,Co,Co,Co,Co,hai nam,Khong,chuyen khoang ngan hang,109.75,6110.2,Co
0310-VQXAM,Nam,0,Khong,Khong,9,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,19.85,178.8,Khong
6598-RFFVI,Nam,0,Khong,Khong,2,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,the tin dung,19.3,28.3,Co
3453-RTHJQ,Nam,0,Khong,Khong,6,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,69.1,435,Khong
6712-OAWRH,Nu,1,Khong,Khong,26,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Co,Co,hang thang,Co,Sec dien tu,91.25,2351.8,Co
6278-FEPBZ,Nu,0,Khong,Khong,9,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,20.25,186.15,Khong
4280-DLSHD,Nam,0,Co,Khong,8,Co,Khong,DSL,Khong,Co,Co,Khong,Khong,Khong,hang thang,Co,Sec buu dien,54.75,445.85,Khong
1508-DFXCU,Nam,0,Khong,Khong,12,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,81.45,912,Khong
8614-VGMMV,Nu,0,Khong,Khong,15,Co,Co,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,49.1,679.55,Co
7868-BGSZA,Nam,0,Co,Khong,43,Co,Co,DSL,Co,Khong,Co,Khong,Co,Co,hang nam,Co,Sec dien tu,80.2,3581.6,Khong
2800-QQUSO,Nam,0,Khong,Khong,42,Co,Co,Cap quang,Khong,Khong,Khong,Co,Co,Co,hang thang,Co,Sec dien tu,100.3,4222.95,Khong
2930-UOTMB,Nu,0,Khong,Khong,31,Co,Co,DSL,Co,Khong,Co,Co,Khong,Khong,hang thang,Khong,the tin dung,65.25,1994.3,Co
7973-DZRKH,Nu,0,Khong,Co,66,Co,Co,Cap quang,Co,Khong,Co,Co,Khong,Khong,hai nam,Co,the tin dung,90.95,5930.05,Khong
5914-DVBWJ,Nu,1,Khong,Khong,18,Co,Co,Cap quang,Khong,Co,Khong,Co,Khong,Khong,hang thang,Co,Sec dien tu,85.45,1505.85,Co
7698-YFGEZ,Nam,0,Khong,Khong,1,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,20,20,Khong
2533-QVMSK,Nam,0,Co,Khong,61,Co,Co,Cap quang,Khong,Co,Khong,Co,Co,Khong,hai nam,Co,Sec dien tu,94.1,5638.3,Co
9773-PEQBZ,Nam,0,Khong,Khong,10,Co,Co,Cap quang,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,79.85,797.25,Khong
8644-XLFBW,Nam,1,Khong,Khong,1,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,71.65,71.65,Co
0650-BWOZN,Nu,1,Khong,Khong,18,Co,Khong,Cap quang,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,73.55,1359.45,Khong
8625-AZYZY,Nam,0,Co,Khong,24,Co,Co,Cap quang,Khong,Co,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,104.65,2542.45,Co
7785-RDVIG,Nu,0,Co,Co,3,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,19.3,54.7,Khong
9602-WCXPI,Nam,0,Khong,Khong,50,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,the tin dung,20.15,989.05,Khong
2903-YYTBW,Nam,0,Co,Co,1,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,44.55,44.55,Khong
3620-MWJNE,Nam,0,Khong,Khong,2,Co,Khong,DSL,Co,Khong,Khong,Co,Khong,Khong,hang thang,Co,Sec buu dien,54.45,87.3,Khong
8573-JGCZW,Nam,0,Khong,Khong,17,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Co,chuyen khoang ngan hang,19.65,351.55,Khong
6837-HAEVO,Nam,0,Co,Co,69,Co,Co,Cap quang,Khong,Co,Co,Khong,Co,Co,hai nam,Co,Sec dien tu,105,7297.75,Khong
6701-YVNQG,Nam,0,Co,Khong,72,Co,Co,DSL,Co,Co,Co,Co,Co,Co,hai nam,Co,the tin dung,88.7,6301.7,Khong
9306-CPCBC,Nu,0,Khong,Khong,3,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,74.25,210.3,Co
4304-XUMGI,Nam,1,Co,Co,50,Co,Co,DSL,Co,Co,Co,Khong,Khong,Co,hai nam,Co,chuyen khoang ngan hang,75.15,3822.45,Khong
9504-YAZWB,Nu,0,Khong,Khong,53,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,20.25,1048.45,Khong
8819-ZBYNA,Nu,0,Co,Khong,58,Co,Co,Cap quang,Co,Co,Khong,Co,Co,Co,hai nam,Co,the tin dung,109.1,6393.65,Khong
6174-NRBTZ,Nam,0,Khong,Khong,46,Khong,khong co dich vu dien thoai,DSL,Co,Khong,Khong,Khong,Khong,Khong,hang nam,Co,chuyen khoang ngan hang,30.75,1489.3,Khong
9481-IEBZY,Nam,1,Co,Khong,72,Co,Co,Cap quang,Co,Co,Co,Co,Co,Co,hang thang,Co,the tin dung,112.9,8061.5,Khong
1833-VGRUM,Nu,1,Khong,Khong,1,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,74.2,74.2,Co
6137-NICCO,Nu,0,Co,Co,6,Co,Co,Cap quang,Khong,Co,Co,Khong,Co,Khong,hang thang,Co,Sec buu dien,94.05,518.75,Khong
9065-ZCPQX,Nam,0,Co,Khong,72,Co,Co,DSL,Co,Co,Co,Co,Khong,Co,hai nam,Khong,chuyen khoang ngan hang,78.85,5763.15,Khong
6402-EJMWF,Nam,0,Khong,Khong,4,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Co,hang thang,Co,Sec buu dien,55.3,238.5,Khong
3620-EHIMZ,Nu,0,Co,Co,52,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,19.35,1031.7,Khong
3213-VVOLG,Nam,0,Co,Co,0,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,25.35,,Khong
6870-ECSHE,Nu,0,Khong,Khong,2,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,Sec buu dien,20.45,34.8,Khong
8747-UDCOI,Nu,0,Co,Khong,65,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,chuyen khoang ngan hang,19.35,1319.95,Khong
8374-XGEJJ,Nam,1,Co,Khong,43,Co,Co,Cap quang,Khong,Co,Khong,Khong,Co,Co,hang thang,Co,Sec dien tu,101,4388.4,Co
2656-TABEH,Nam,0,Co,Khong,4,Co,Co,Cap quang,Khong,Co,Khong,Khong,Co,Co,hang thang,Co,Sec dien tu,100.2,420.2,Co
6946-LMSQS,Nam,1,Co,Khong,25,Co,Co,Cap quang,Co,Khong,Khong,Khong,Khong,Co,hang nam,Co,Sec dien tu,89.05,2177.45,Co
4626-OZDTJ,Nu,0,Co,Khong,51,Co,Co,DSL,Khong,Co,Khong,Co,Co,Co,hang nam,Co,the tin dung,78.65,3950.85,Khong
9169-BSVIN,Nam,0,Khong,Khong,12,Co,Co,DSL,Khong,Khong,Co,Khong,Co,Co,hang thang,Khong,chuyen khoang ngan hang,74.75,827.05,Khong
2325-ZUSFD,Nu,0,Co,Co,57,Co,Khong,DSL,Co,Khong,Khong,Khong,Co,Co,hang nam,Co,chuyen khoang ngan hang,70.1,3913.3,Co
8194-PEEBY,Nu,0,Co,Co,24,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,Sec buu dien,19.9,533.5,Khong
6872-HXFNF,Nu,0,Co,Khong,64,Co,Co,DSL,Khong,Khong,Co,Co,Khong,Khong,hang nam,Khong,chuyen khoang ngan hang,58.35,3756.45,Khong
3932-CMDTD,Nu,0,Khong,Khong,4,Co,Khong,Cap quang,Khong,Co,Co,Co,Co,Co,hang nam,Co,Sec dien tu,105.65,443.9,Co
7714-YXSMB,Nu,0,Khong,Khong,26,Co,Co,Cap quang,Khong,Khong,Co,Khong,Co,Co,hang thang,Co,chuyen khoang ngan hang,100.5,2599.95,Khong
8387-UGUSU,Nu,0,Co,Co,15,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,20.05,284.3,Khong
1080-BWSYE,Nam,1,Co,Khong,64,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,the tin dung,25.65,1740.8,Khong
4039-HEUNW,Nam,1,Co,Khong,36,Co,Co,Cap quang,Khong,Co,Khong,Khong,Co,Co,hang thang,Co,Sec dien tu,96.5,3436.1,Co
1194-HVAIF,Nu,0,Co,Khong,27,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Co,Co,hang thang,Khong,the tin dung,95,2462.55,Khong
0812-WUPTB,Nam,1,Co,Khong,1,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,70.85,70.85,Co
3594-UVONA,Nu,0,Khong,Khong,35,Co,Co,DSL,Co,Khong,Co,Co,Co,Co,hang nam,Co,the tin dung,85.95,3110.1,Co
0004-TLHLJ,Nam,0,Khong,Khong,4,Co,Khong,Cap quang,Khong,Khong,Co,Khong,Khong,Khong,hang thang,Co,Sec dien tu,73.9,280.85,Co
1767-TGTKO,Nu,0,Co,Co,8,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,45.45,411.75,Khong
8439-LTUGF,Nam,0,Khong,Khong,10,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Co,the tin dung,20,198.6,Khong
8805-JNRAZ,Nu,0,Khong,Khong,2,Co,Khong,DSL,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,49.2,103.7,Khong
5089-IFSDP,Nu,0,Co,Khong,58,Co,Co,Cap quang,Co,Co,Co,Khong,Co,Co,hai nam,Co,chuyen khoang ngan hang,109.45,6144.55,Co
6418-HNFED,Nam,0,Co,Khong,51,Co,Khong,DSL,Co,Co,Co,Co,Co,Co,hai nam,Co,the tin dung,83.25,4089.45,Khong
0206-OYVOC,Nu,0,Co,Co,46,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Co,Sec buu dien,19.25,864.2,Khong
7291-CDTMJ,Nam,0,Khong,Khong,1,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Co,chuyen khoang ngan hang,19.65,19.65,Khong
7128-GGCNO,Nam,0,Khong,Khong,46,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,chuyen khoang ngan hang,72.8,3249.4,Khong
0237-YFUTL,Nu,0,Co,Khong,50,Co,Co,Cap quang,Co,Co,Khong,Co,Co,Co,hang thang,Co,chuyen khoang ngan hang,109.65,5405.8,Khong
7691-KGKGP,Nam,0,Co,Co,53,Co,Khong,DSL,Khong,Co,Khong,Co,Co,Khong,hang thang,Khong,the tin dung,65,3363.8,Khong
6710-HSJRD,Nam,0,Co,Khong,61,Co,Co,Cap quang,Khong,Co,Co,Co,Co,Co,hang thang,Co,Sec dien tu,114.1,7132.15,Khong
3675-EQOZA,Nam,0,Khong,Khong,5,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,chuyen khoang ngan hang,20.65,93.55,Khong
0840-DCNZE,Nam,0,Khong,Khong,47,Co,Khong,DSL,Co,Co,Co,Co,Co,Co,hang nam,Co,chuyen khoang ngan hang,86.95,4138.9,Khong
1732-FEKLD,Nu,0,Khong,Khong,54,Co,Co,Cap quang,Khong,Co,Co,Khong,Co,Khong,hang nam,Co,chuyen khoang ngan hang,94.75,5121.75,Khong
9862-KJTYK,Nam,0,Khong,Co,19,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,the tin dung,25.35,566.1,Khong
0479-HMSWA,Nu,0,Khong,Co,26,Co,Khong,Cap quang,Khong,Co,Co,Co,Co,Co,hai nam,Co,Sec dien tu,105.45,2715.3,Khong
5854-KSRBJ,Nam,0,Co,Co,70,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,25.4,1782.05,Khong
0365-BZUWY,Nam,0,Co,Khong,17,Co,Co,Cap quang,Khong,Co,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,102.55,1742.5,Khong
4817-VYYWS,Nu,0,Khong,Khong,30,Co,Co,Cap quang,Khong,Co,Khong,Khong,Co,Co,hang thang,Co,Sec dien tu,100.2,2983.8,Co
5701-SVCWR,Nu,0,Khong,Co,1,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,24,24,Khong
3129-AAQOU,Nu,0,Co,Co,19,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,25.6,485.9,Khong
4922-CVPDX,Nu,0,Co,Khong,26,Co,Khong,DSL,Khong,Co,Co,Khong,Co,Co,hai nam,Co,the tin dung,73.5,1905.7,Khong
1396-QWFBJ,Nu,0,Co,Co,21,Co,Khong,Cap quang,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Co,chuyen khoang ngan hang,74.05,1565.7,Co
1357-BIJKI,Nam,0,Co,Khong,50,Co,Co,Cap quang,Khong,Co,Khong,Khong,Co,Co,hang nam,Co,Sec dien tu,98.25,4858.7,Khong
1099-BTKWT,Nu,0,Co,Khong,68,Khong,khong co dich vu dien thoai,DSL,Co,Khong,Co,Khong,Co,Co,hang nam,Co,Sec dien tu,54.4,3723.65,Khong
5299-SJCZT,Nam,0,Khong,Khong,3,Co,Co,Cap quang,Khong,Khong,Co,Khong,Co,Co,hang thang,Co,chuyen khoang ngan hang,101.55,298.35,Co
2018-PZKMU,Nam,0,Co,Co,9,Co,Khong,Cap quang,Khong,Khong,Co,Co,Co,Co,hang thang,Khong,Sec dien tu,103.1,970.45,Khong
7340-KEFQE,Nu,0,Co,Co,51,Khong,khong co dich vu dien thoai,DSL,Co,Khong,Khong,Co,Khong,Khong,hai nam,Khong,chuyen khoang ngan hang,34.2,1782,Khong
4570-QHXHL,Nu,0,Khong,Khong,9,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,43.75,405.7,Khong
2403-BCASL,Nam,1,Co,Co,41,Co,Co,Cap quang,Khong,Co,Co,Co,Co,Co,hang nam,Co,Sec dien tu,111.95,4534.9,Co
7392-YYPYJ,Nam,0,Khong,Khong,22,Co,Co,Cap quang,Khong,Co,Khong,Khong,Co,Co,hang thang,Co,Sec dien tu,100.65,2415.95,Khong
2898-LSJGD,Nu,0,Co,Co,21,Khong,khong co dich vu dien thoai,DSL,Co,Khong,Co,Khong,Co,Co,hang nam,Co,Sec dien tu,55.95,1157.05,Co
2223-GDSHL,Nam,0,Co,Co,71,Co,Co,Cap quang,Co,Co,Co,Co,Co,Co,hai nam,Co,chuyen khoang ngan hang,116.05,8297.5,Khong
7359-PTSXY,Nam,0,Khong,Khong,1,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,45.75,45.75,Co
9470-RTWDV,Nam,0,Co,Co,26,Co,Co,DSL,Khong,Khong,Co,Co,Co,Co,hang nam,Co,the tin dung,82,2083.1,Khong
2176-OSJUV,Nam,0,Co,Khong,71,Co,Co,DSL,Co,Co,Khong,Co,Khong,Khong,hai nam,Khong,chuyen khoang ngan hang,65.15,4681.75,Khong
9348-YVOMK,Nam,0,Khong,Khong,4,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,the tin dung,44.8,176.2,Khong
8104-OSKWT,Nu,0,Khong,Khong,12,Co,Co,Cap quang,Co,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,79.8,1001.2,Khong
4521-YEEHE,Nu,0,Co,Khong,18,Co,Co,Cap quang,Khong,Khong,Khong,Co,Co,Khong,hang thang,Co,Sec dien tu,88.85,1594.75,Khong
4090-KPJIP,Nu,0,Khong,Khong,3,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,74.95,212.4,Khong
3786-WOVKF,Nu,1,Co,Khong,72,Co,Co,Cap quang,Co,Co,Khong,Khong,Co,Co,hang nam,Co,chuyen khoang ngan hang,106.85,7677.4,Khong
4503-BDXBD,Nam,0,Khong,Khong,11,Co,Khong,Cap quang,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,74.95,815.5,Co
6086-ESGRL,Nu,0,Khong,Khong,1,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Co,hang thang,Khong,the tin dung,80.15,80.15,Co
2592-HODOV,Nam,0,Khong,Khong,13,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,the tin dung,19.3,259.65,Khong
3886-CERTZ,Nu,0,Co,Khong,72,Co,Co,Cap quang,Khong,Co,Co,Co,Co,Co,hang nam,Co,Sec dien tu,109.25,8109.8,Co
7995-ZHHNZ,Nam,0,Co,Khong,42,Co,Co,DSL,Co,Khong,Khong,Khong,Khong,Khong,hang nam,Khong,the tin dung,56.1,2386.85,Khong
3824-RHKVR,Nu,0,Khong,Khong,17,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,the tin dung,19.7,340.35,Khong
5816-SCGFC,Nu,1,Khong,Khong,7,Co,Khong,DSL,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Co,Sec buu dien,51.3,419.35,Khong
5989-AXPUC,Nu,0,Co,Khong,68,Co,Co,Cap quang,Co,Co,Co,Co,Co,Co,hai nam,Khong,Sec buu dien,118.6,7990.05,Khong
4979-HPRFL,Nam,0,Co,Co,56,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,chuyen khoang ngan hang,24.15,1402.25,Khong
8590-OHDIW,Nu,0,Co,Co,38,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,Sec buu dien,20.3,749.35,Khong
8015-IHCGW,Nu,0,Co,Co,72,Co,Co,Cap quang,Co,Co,Co,Co,Co,Co,hai nam,Co,Sec dien tu,115.5,8425.15,Khong
2332-TODQS,Nu,0,Khong,Khong,48,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,the tin dung,25.05,1171.5,Khong
9278-VZKCD,Nu,1,Co,Khong,52,Co,Co,Cap quang,Co,Co,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,109.1,5647.95,Khong
8008-OTEZX,Nu,0,Co,Co,35,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,Sec buu dien,19.65,708.8,Khong
2773-OVBPK,Nam,0,Co,Khong,67,Co,Co,Cap quang,Khong,Co,Co,Co,Co,Co,hai nam,Co,chuyen khoang ngan hang,111.3,7567.2,Khong
5999-LCXAO,Nu,0,Khong,Khong,1,Khong,khong co dich vu dien thoai,DSL,Co,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,29.9,29.9,Khong
5206-XZZQI,Nam,0,Khong,Khong,53,Co,Khong,Cap quang,Khong,Co,Khong,Co,Khong,Khong,hang thang,Co,Sec buu dien,80.6,4348.1,Khong
4803-LBYPN,Nam,0,Co,Co,34,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,20.8,635.9,Khong
5759-RCVCB,Nu,0,Khong,Khong,3,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Khong,the tin dung,35.2,108.95,Co
6372-RFVNS,Nu,0,Co,Khong,1,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Khong,Sec dien tu,78.8,78.8,Co
2139-FQHLM,Nam,0,Khong,Khong,19,Co,Khong,Cap quang,Khong,Khong,Co,Co,Co,Khong,hang thang,Khong,Sec buu dien,89.95,1682.4,Khong
8261-GWDBQ,Nu,1,Co,Khong,60,Co,Co,Cap quang,Co,Co,Co,Co,Co,Co,hai nam,Co,chuyen khoang ngan hang,116.05,6925.9,Khong
1093-YSWCA,Nam,0,Khong,Khong,11,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,the tin dung,19.55,223.15,Khong
8938-UMKPI,Nu,0,Khong,Khong,47,Co,Co,Cap quang,Khong,Co,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,106.4,5127.95,Co
0991-BRRFB,Nam,0,Khong,Khong,18,Co,Khong,DSL,Co,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,49.4,874.8,Co
